,index,Name,Age,Wage,Skill Moves,Height(cm),Weight(cm),Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,High,Medium,Low
7655,7655,M. Perez,27,3000,3.0,180.34,71.2152,46.0,48.0,56.0,70.0,47.0,64.0,69.0,73.0,67.0,66.0,65.0,76.0,75.0,63.0,74.0,59.0,60.0,71.0,72.0,52.0,66.0,64.0,60.0,68.0,58.0,61.0,58.0,65.0,58.0,7.0,7.0,8.0,7.0,13.0,0,1,0
7656,7656,Y. Meité,22,11000,2.0,182.88,82.1016,59.0,63.0,64.0,53.0,51.0,67.0,51.0,49.0,42.0,60.0,76.0,87.0,64.0,65.0,60.0,73.0,73.0,67.0,83.0,59.0,52.0,35.0,66.0,51.0,61.0,62.0,30.0,36.0,36.0,6.0,7.0,13.0,11.0,10.0,1,0,1
7657,7657,A. Dej,26,4000,2.0,175.26,73.9368,67.0,59.0,52.0,70.0,53.0,60.0,68.0,73.0,69.0,65.0,64.0,67.0,82.0,67.0,80.0,65.0,62.0,73.0,56.0,71.0,57.0,60.0,58.0,70.0,62.0,63.0,65.0,58.0,51.0,10.0,11.0,14.0,10.0,13.0,1,1,0
7658,7658,A. Shinnie,28,4000,3.0,180.34,69.8544,61.0,58.0,61.0,72.0,45.0,67.0,53.0,58.0,67.0,67.0,59.0,60.0,77.0,59.0,73.0,56.0,70.0,65.0,57.0,56.0,65.0,47.0,65.0,70.0,59.0,66.0,52.0,49.0,45.0,7.0,9.0,12.0,13.0,7.0,0,1,0
7659,7659,J. Lotiès,33,4000,2.0,190.5,83.0088,37.0,38.0,71.0,56.0,39.0,39.0,49.0,59.0,57.0,49.0,32.0,33.0,30.0,58.0,29.0,74.0,33.0,33.0,80.0,61.0,71.0,70.0,30.0,49.0,57.0,68.0,72.0,67.0,63.0,15.0,11.0,11.0,10.0,6.0,0,1,1
7660,7660,D. Giraldo,26,1000,2.0,177.8,69.8544,57.0,43.0,60.0,70.0,32.0,58.0,47.0,48.0,68.0,68.0,67.0,65.0,63.0,67.0,65.0,49.0,70.0,75.0,70.0,55.0,58.0,65.0,44.0,56.0,49.0,53.0,73.0,67.0,58.0,10.0,13.0,12.0,15.0,14.0,0,1,0
7661,7661,I. Toney,22,4000,3.0,177.8,69.8544,42.0,67.0,66.0,61.0,59.0,63.0,41.0,38.0,53.0,65.0,78.0,76.0,83.0,62.0,60.0,65.0,88.0,72.0,69.0,54.0,75.0,50.0,64.0,43.0,62.0,54.0,20.0,46.0,41.0,16.0,8.0,8.0,7.0,8.0,1,1,0
7662,7662,Choi Jae Hyeon,24,3000,3.0,182.88,77.112,64.0,66.0,54.0,65.0,38.0,68.0,46.0,40.0,53.0,68.0,74.0,73.0,70.0,65.0,58.0,61.0,56.0,70.0,62.0,58.0,58.0,59.0,67.0,57.0,38.0,64.0,31.0,64.0,62.0,6.0,13.0,5.0,9.0,13.0,1,1,0
7663,7663,S. van der Water,21,3000,3.0,180.34,69.8544,58.0,68.0,50.0,58.0,56.0,73.0,67.0,43.0,52.0,70.0,84.0,84.0,79.0,52.0,63.0,72.0,46.0,67.0,58.0,63.0,55.0,24.0,63.0,54.0,67.0,54.0,28.0,32.0,35.0,8.0,9.0,10.0,14.0,6.0,1,1,0
7664,7664,J. Baxter,26,6000,3.0,175.26,73.9368,63.0,65.0,51.0,68.0,66.0,64.0,60.0,72.0,66.0,68.0,62.0,64.0,70.0,56.0,80.0,72.0,62.0,51.0,72.0,69.0,61.0,40.0,67.0,69.0,58.0,64.0,35.0,40.0,35.0,16.0,12.0,15.0,10.0,16.0,1,1,0
7665,7665,M. Pourié,27,3000,3.0,185.42,86.184,54.0,64.0,63.0,62.0,60.0,63.0,42.0,46.0,49.0,65.0,74.0,77.0,58.0,67.0,61.0,72.0,75.0,82.0,77.0,50.0,74.0,35.0,66.0,57.0,62.0,62.0,14.0,12.0,13.0,7.0,11.0,11.0,7.0,12.0,1,1,0
7666,7666,J. Moore-Taylor,24,5000,2.0,177.8,83.0088,56.0,25.0,62.0,63.0,30.0,53.0,46.0,54.0,61.0,54.0,64.0,70.0,62.0,55.0,68.0,51.0,90.0,79.0,80.0,46.0,65.0,61.0,33.0,53.0,39.0,58.0,65.0,66.0,64.0,6.0,12.0,14.0,13.0,9.0,1,1,0
7667,7667,E. Zejnullahu,23,9000,3.0,177.8,73.0296,55.0,51.0,51.0,70.0,53.0,68.0,70.0,59.0,66.0,67.0,74.0,72.0,76.0,65.0,79.0,69.0,64.0,68.0,57.0,64.0,68.0,65.0,62.0,67.0,49.0,60.0,61.0,65.0,61.0,13.0,12.0,12.0,14.0,6.0,0,1,0
7668,7668,G. Akkan,23,3000,1.0,185.42,79.8336,15.0,15.0,13.0,29.0,12.0,15.0,12.0,18.0,26.0,5.0,48.0,48.0,49.0,63.0,59.0,19.0,58.0,35.0,69.0,14.0,20.0,25.0,13.0,34.0,21.0,54.0,12.0,15.0,19.0,66.0,65.0,60.0,66.0,69.0,0,1,0
7669,7669,G. Saunders,29,1000,2.0,175.26,73.9368,45.0,33.0,44.0,68.0,36.0,52.0,53.0,51.0,66.0,65.0,62.0,56.0,64.0,72.0,71.0,43.0,71.0,69.0,62.0,48.0,70.0,68.0,52.0,70.0,49.0,74.0,69.0,56.0,54.0,9.0,13.0,9.0,9.0,6.0,0,1,1
7670,7670,M. Bjørnbak,26,2000,2.0,193.04,89.8128,56.0,33.0,63.0,60.0,32.0,52.0,67.0,71.0,64.0,55.0,48.0,49.0,40.0,63.0,32.0,78.0,71.0,66.0,92.0,56.0,65.0,68.0,28.0,42.0,54.0,57.0,66.0,62.0,61.0,11.0,13.0,8.0,8.0,10.0,0,1,0
7671,7671,H. Çinemre,24,7000,2.0,182.88,77.112,27.0,24.0,64.0,61.0,33.0,41.0,29.0,28.0,52.0,42.0,69.0,69.0,65.0,64.0,60.0,46.0,74.0,65.0,74.0,27.0,78.0,62.0,25.0,31.0,45.0,52.0,68.0,68.0,62.0,14.0,7.0,9.0,9.0,11.0,0,1,1
7672,7672,M. James,24,0,2.0,190.5,83.916,34.0,29.0,65.0,64.0,32.0,49.0,44.0,22.0,60.0,58.0,64.0,66.0,47.0,60.0,60.0,54.0,79.0,70.0,84.0,51.0,75.0,64.0,31.0,45.0,40.0,55.0,64.0,64.0,59.0,6.0,8.0,10.0,12.0,12.0,1,1,0
7673,7673,R. Griffiths,30,4000,2.0,187.96,86.184,53.0,47.0,67.0,66.0,36.0,61.0,48.0,59.0,63.0,64.0,51.0,51.0,55.0,63.0,67.0,66.0,70.0,72.0,83.0,52.0,82.0,65.0,53.0,56.0,47.0,67.0,64.0,66.0,64.0,14.0,6.0,6.0,13.0,10.0,1,1,0
7674,7674,Deng Xiaofei,35,2000,1.0,185.42,79.8336,12.0,6.0,8.0,7.0,6.0,6.0,8.0,9.0,12.0,11.0,39.0,35.0,39.0,67.0,55.0,14.0,36.0,34.0,27.0,10.0,35.0,14.0,13.0,33.0,13.0,63.0,18.0,9.0,10.0,66.0,61.0,59.0,68.0,69.0,0,1,0
7675,7675,M. Zúñiga,25,9000,2.0,182.88,79.8336,51.0,67.0,72.0,59.0,65.0,62.0,64.0,44.0,43.0,65.0,69.0,69.0,68.0,67.0,49.0,64.0,71.0,57.0,74.0,55.0,72.0,31.0,66.0,58.0,62.0,58.0,18.0,17.0,20.0,12.0,10.0,6.0,14.0,6.0,1,1,0
7676,7676,A. Al Qarni,34,9000,1.0,182.88,81.1944,16.0,12.0,13.0,21.0,14.0,15.0,11.0,11.0,18.0,20.0,42.0,48.0,35.0,64.0,53.0,21.0,59.0,26.0,43.0,11.0,23.0,22.0,11.0,39.0,18.0,47.0,30.0,13.0,14.0,65.0,67.0,59.0,68.0,66.0,0,1,0
7677,7677,T. Lorch,24,1000,3.0,170.18,66.2256,74.0,69.0,49.0,69.0,55.0,64.0,55.0,54.0,52.0,63.0,76.0,73.0,69.0,62.0,78.0,60.0,69.0,58.0,49.0,50.0,58.0,53.0,67.0,59.0,46.0,59.0,50.0,38.0,30.0,14.0,8.0,6.0,6.0,9.0,0,1,0
7678,7678,N. Hammann,30,5000,2.0,185.42,78.9264,68.0,50.0,59.0,63.0,30.0,56.0,69.0,67.0,68.0,62.0,70.0,71.0,59.0,60.0,61.0,72.0,78.0,70.0,74.0,65.0,78.0,67.0,52.0,43.0,62.0,59.0,62.0,66.0,64.0,9.0,12.0,12.0,10.0,9.0,1,1,0
7679,7679,Catena,23,3000,2.0,193.04,79.8336,39.0,24.0,70.0,52.0,29.0,35.0,40.0,31.0,44.0,57.0,64.0,63.0,53.0,63.0,54.0,47.0,70.0,70.0,70.0,32.0,63.0,65.0,33.0,44.0,44.0,50.0,66.0,71.0,67.0,9.0,9.0,14.0,8.0,11.0,1,0,1
7680,7680,L. Marengo,26,2000,3.0,175.26,69.8544,65.0,61.0,23.0,58.0,56.0,69.0,61.0,34.0,44.0,68.0,84.0,90.0,84.0,62.0,82.0,45.0,74.0,67.0,52.0,48.0,56.0,21.0,62.0,58.0,50.0,56.0,36.0,19.0,22.0,8.0,10.0,8.0,10.0,9.0,0,1,0
7681,7681,L. Memela,30,1000,3.0,167.64000000000001,63.9576,68.0,70.0,32.0,70.0,55.0,68.0,54.0,46.0,68.0,70.0,73.0,71.0,56.0,60.0,78.0,65.0,59.0,52.0,63.0,67.0,46.0,31.0,68.0,50.0,66.0,65.0,49.0,51.0,45.0,9.0,11.0,10.0,8.0,8.0,1,1,0
7682,7682,T. Mikkelsen,31,3000,3.0,177.8,73.0296,64.0,62.0,39.0,66.0,63.0,64.0,59.0,65.0,58.0,65.0,80.0,76.0,79.0,62.0,75.0,66.0,61.0,72.0,63.0,54.0,38.0,47.0,67.0,65.0,43.0,67.0,45.0,41.0,44.0,6.0,8.0,7.0,8.0,6.0,0,1,0
7683,7683,M. Perrotta,24,2000,2.0,185.42,78.0192,40.0,30.0,60.0,49.0,24.0,45.0,22.0,22.0,38.0,53.0,52.0,58.0,53.0,63.0,63.0,35.0,67.0,76.0,76.0,23.0,72.0,66.0,35.0,29.0,24.0,58.0,67.0,69.0,67.0,11.0,7.0,15.0,9.0,7.0,0,1,0
7684,7684,E. Hyndman,22,16000,3.0,170.18,60.7824,65.0,62.0,52.0,74.0,59.0,74.0,62.0,56.0,70.0,73.0,67.0,55.0,89.0,56.0,86.0,60.0,45.0,63.0,30.0,51.0,46.0,51.0,64.0,66.0,55.0,70.0,57.0,57.0,54.0,15.0,12.0,7.0,7.0,12.0,1,1,0
7685,7685,Mamadu Candé,26,2000,2.0,172.72,82.1016,67.0,27.0,36.0,64.0,29.0,55.0,64.0,65.0,58.0,63.0,75.0,78.0,76.0,65.0,84.0,75.0,71.0,67.0,75.0,33.0,66.0,69.0,50.0,38.0,35.0,62.0,63.0,68.0,63.0,10.0,16.0,10.0,14.0,11.0,0,1,0
7686,7686,José Suárez,22,6000,1.0,187.96,79.8336,20.0,19.0,18.0,23.0,17.0,13.0,17.0,14.0,26.0,25.0,48.0,46.0,49.0,56.0,54.0,21.0,53.0,42.0,65.0,20.0,20.0,17.0,11.0,32.0,29.0,47.0,10.0,15.0,18.0,67.0,63.0,70.0,67.0,69.0,0,1,0
7687,7687,T. Nara,24,3000,2.0,180.34,77.112,32.0,23.0,68.0,59.0,38.0,48.0,35.0,30.0,46.0,52.0,70.0,73.0,62.0,60.0,58.0,56.0,81.0,70.0,77.0,46.0,71.0,63.0,21.0,25.0,35.0,58.0,65.0,65.0,58.0,10.0,6.0,6.0,5.0,14.0,1,1,0
7688,7688,N. Eardley,29,7000,2.0,180.34,73.9368,70.0,43.0,59.0,64.0,49.0,57.0,67.0,59.0,64.0,63.0,61.0,67.0,74.0,63.0,75.0,59.0,74.0,78.0,63.0,56.0,59.0,66.0,49.0,52.0,61.0,64.0,70.0,66.0,64.0,6.0,9.0,8.0,7.0,10.0,1,1,0
7689,7689,W. Moke,30,6000,2.0,182.88,78.0192,46.0,27.0,49.0,64.0,22.0,49.0,50.0,36.0,55.0,45.0,71.0,74.0,56.0,63.0,63.0,59.0,73.0,85.0,77.0,21.0,65.0,66.0,37.0,54.0,39.0,49.0,68.0,74.0,67.0,12.0,16.0,11.0,10.0,9.0,1,1,0
7690,7690,A. Davies,25,3000,1.0,190.5,79.8336,12.0,11.0,16.0,25.0,13.0,12.0,16.0,18.0,13.0,16.0,40.0,40.0,39.0,69.0,40.0,26.0,46.0,29.0,47.0,15.0,31.0,15.0,8.0,40.0,23.0,47.0,18.0,16.0,13.0,66.0,65.0,58.0,63.0,68.0,0,1,0
7691,7691,C. Lade,28,3000,2.0,170.18,68.04,55.0,36.0,54.0,65.0,44.0,60.0,59.0,48.0,58.0,60.0,75.0,70.0,76.0,60.0,74.0,49.0,77.0,80.0,45.0,31.0,81.0,67.0,55.0,50.0,58.0,50.0,69.0,67.0,64.0,14.0,8.0,6.0,12.0,9.0,1,1,0
7692,7692,R. Feltscher,27,3000,2.0,182.88,89.8128,70.0,32.0,59.0,65.0,49.0,63.0,69.0,49.0,59.0,61.0,54.0,60.0,60.0,66.0,59.0,70.0,71.0,76.0,78.0,67.0,70.0,70.0,54.0,62.0,39.0,62.0,68.0,67.0,66.0,10.0,14.0,12.0,16.0,7.0,0,1,0
7693,7693,E. Kujović,30,11000,2.0,193.04,87.9984,33.0,69.0,76.0,60.0,69.0,58.0,66.0,70.0,54.0,65.0,39.0,36.0,34.0,59.0,32.0,74.0,42.0,50.0,90.0,67.0,54.0,21.0,70.0,47.0,69.0,68.0,24.0,34.0,15.0,16.0,13.0,13.0,9.0,9.0,0,0,1
7694,7694,M. Chrapek,26,3000,3.0,175.26,68.04,56.0,62.0,49.0,72.0,42.0,67.0,48.0,40.0,67.0,70.0,65.0,60.0,77.0,55.0,74.0,57.0,76.0,51.0,59.0,65.0,58.0,64.0,61.0,68.0,65.0,62.0,52.0,68.0,63.0,6.0,14.0,8.0,14.0,11.0,0,1,0
7695,7695,M. Kobylański,24,2000,3.0,177.8,74.844,58.0,65.0,48.0,67.0,56.0,70.0,71.0,73.0,60.0,68.0,73.0,75.0,78.0,66.0,71.0,78.0,74.0,63.0,57.0,66.0,51.0,23.0,59.0,66.0,58.0,61.0,45.0,23.0,27.0,12.0,6.0,11.0,6.0,16.0,0,1,0
7696,7696,B. Hines-Ike,23,4000,2.0,185.42,77.112,44.0,37.0,64.0,62.0,31.0,51.0,48.0,35.0,58.0,60.0,67.0,71.0,64.0,60.0,62.0,63.0,74.0,71.0,72.0,49.0,70.0,63.0,39.0,50.0,42.0,64.0,69.0,65.0,63.0,6.0,12.0,14.0,13.0,6.0,1,1,0
7697,7697,A. Campbell,19,1000,2.0,175.26,73.9368,47.0,46.0,50.0,67.0,48.0,58.0,55.0,47.0,62.0,63.0,71.0,72.0,67.0,58.0,73.0,58.0,62.0,79.0,66.0,45.0,73.0,67.0,51.0,56.0,53.0,63.0,68.0,68.0,61.0,13.0,14.0,8.0,15.0,7.0,1,1,0
7698,7698,S. Kaikai,22,14000,3.0,182.88,69.8544,64.0,62.0,41.0,62.0,59.0,75.0,63.0,70.0,56.0,71.0,79.0,79.0,81.0,56.0,74.0,65.0,56.0,54.0,54.0,64.0,32.0,32.0,57.0,63.0,68.0,56.0,28.0,23.0,22.0,15.0,7.0,14.0,10.0,15.0,0,1,1
7699,7699,F. Onyedinma,21,4000,3.0,185.42,79.8336,63.0,64.0,58.0,64.0,41.0,68.0,52.0,34.0,61.0,68.0,85.0,86.0,79.0,57.0,65.0,62.0,63.0,67.0,78.0,56.0,57.0,45.0,64.0,63.0,60.0,65.0,40.0,42.0,38.0,13.0,13.0,6.0,8.0,9.0,0,1,0
7700,7700,N. Aguerd,22,4000,2.0,187.96,76.2048,41.0,34.0,68.0,66.0,38.0,56.0,43.0,41.0,59.0,66.0,51.0,63.0,49.0,64.0,52.0,62.0,66.0,64.0,71.0,46.0,68.0,66.0,39.0,47.0,48.0,65.0,63.0,66.0,66.0,7.0,15.0,9.0,14.0,6.0,0,1,0
7701,7701,Wellington,30,3000,3.0,185.42,88.9056,47.0,69.0,72.0,59.0,62.0,59.0,52.0,43.0,34.0,56.0,58.0,58.0,56.0,66.0,34.0,70.0,59.0,56.0,90.0,58.0,74.0,24.0,65.0,59.0,62.0,70.0,31.0,40.0,24.0,14.0,9.0,12.0,9.0,12.0,1,1,0
7702,7702,F. Raičević,24,2000,2.0,187.96,74.844,25.0,67.0,76.0,60.0,68.0,55.0,43.0,25.0,49.0,68.0,61.0,65.0,63.0,61.0,62.0,70.0,76.0,61.0,74.0,66.0,49.0,25.0,65.0,50.0,49.0,60.0,18.0,21.0,24.0,8.0,7.0,15.0,13.0,6.0,1,0,1
7703,7703,M. Szwoch,25,3000,3.0,172.72,59.8752,58.0,53.0,53.0,71.0,53.0,68.0,60.0,49.0,67.0,70.0,80.0,76.0,76.0,55.0,84.0,68.0,59.0,69.0,33.0,58.0,48.0,44.0,59.0,68.0,60.0,63.0,52.0,42.0,44.0,9.0,11.0,13.0,7.0,9.0,0,1,0
7704,7704,M. Connolly,30,13000,2.0,187.96,83.916,61.0,44.0,72.0,64.0,29.0,55.0,22.0,25.0,57.0,64.0,55.0,57.0,41.0,62.0,47.0,63.0,73.0,64.0,76.0,48.0,73.0,68.0,60.0,57.0,38.0,69.0,69.0,71.0,71.0,6.0,12.0,9.0,7.0,6.0,1,1,0
7705,7705,R. Le Normand,21,6000,2.0,187.96,79.8336,25.0,19.0,69.0,64.0,25.0,22.0,29.0,25.0,52.0,56.0,54.0,52.0,42.0,56.0,53.0,40.0,72.0,54.0,73.0,22.0,63.0,62.0,21.0,31.0,34.0,52.0,63.0,71.0,67.0,9.0,13.0,14.0,15.0,10.0,0,1,0
7706,7706,W. Buckley,28,4000,3.0,185.42,77.112,66.0,64.0,47.0,65.0,56.0,64.0,58.0,53.0,55.0,69.0,75.0,69.0,79.0,67.0,64.0,63.0,61.0,66.0,64.0,68.0,62.0,44.0,67.0,64.0,70.0,59.0,25.0,27.0,23.0,10.0,10.0,8.0,6.0,9.0,1,1,0
7707,7707,L. Vilsvik,29,2000,2.0,180.34,73.0296,65.0,56.0,66.0,65.0,59.0,62.0,64.0,66.0,59.0,64.0,71.0,80.0,74.0,62.0,71.0,71.0,73.0,84.0,70.0,58.0,62.0,63.0,64.0,63.0,58.0,66.0,59.0,64.0,63.0,13.0,10.0,10.0,15.0,8.0,0,1,0
7708,7708,J. Flanagan,25,14000,2.0,180.34,78.9264,60.0,40.0,68.0,65.0,30.0,62.0,35.0,26.0,62.0,65.0,68.0,65.0,67.0,63.0,70.0,33.0,69.0,64.0,74.0,31.0,88.0,66.0,47.0,50.0,45.0,68.0,66.0,74.0,70.0,7.0,13.0,15.0,13.0,15.0,0,1,1
7709,7709,V. Yurchenko,24,4000,3.0,180.34,73.9368,64.0,64.0,48.0,73.0,52.0,71.0,61.0,60.0,70.0,73.0,66.0,65.0,74.0,64.0,72.0,63.0,65.0,60.0,54.0,60.0,44.0,57.0,59.0,65.0,63.0,70.0,52.0,48.0,51.0,14.0,7.0,14.0,6.0,7.0,0,1,0
7710,7710,A. Stephens,23,2000,3.0,177.8,63.9576,34.0,70.0,54.0,69.0,49.0,72.0,41.0,37.0,62.0,71.0,67.0,71.0,56.0,68.0,68.0,65.0,38.0,68.0,46.0,64.0,21.0,19.0,71.0,61.0,68.0,59.0,13.0,14.0,18.0,5.0,6.0,14.0,11.0,12.0,1,1,0
7711,7711,Héctor Verdés,34,3000,2.0,185.42,79.8336,31.0,20.0,72.0,56.0,16.0,34.0,38.0,34.0,50.0,42.0,34.0,30.0,32.0,52.0,51.0,75.0,78.0,54.0,85.0,23.0,88.0,62.0,25.0,36.0,32.0,56.0,63.0,64.0,66.0,9.0,11.0,14.0,6.0,6.0,0,1,1
7712,7712,C. Evans,29,6000,2.0,182.88,76.2048,45.0,66.0,66.0,56.0,64.0,55.0,53.0,65.0,45.0,63.0,61.0,64.0,66.0,67.0,64.0,76.0,74.0,55.0,77.0,61.0,81.0,41.0,71.0,65.0,64.0,66.0,33.0,37.0,35.0,5.0,8.0,22.0,8.0,10.0,1,1,0
7713,7713,M. Koch,23,3000,2.0,195.57999999999998,78.0192,40.0,22.0,77.0,60.0,29.0,40.0,29.0,30.0,56.0,60.0,39.0,34.0,59.0,64.0,35.0,47.0,77.0,60.0,76.0,30.0,57.0,70.0,26.0,37.0,65.0,54.0,66.0,65.0,62.0,6.0,12.0,7.0,9.0,13.0,0,1,1
7714,7714,Guruzeta,21,6000,3.0,187.96,77.112,57.0,72.0,67.0,68.0,54.0,67.0,59.0,38.0,62.0,68.0,70.0,67.0,71.0,61.0,55.0,67.0,68.0,54.0,56.0,60.0,31.0,20.0,65.0,64.0,71.0,53.0,26.0,17.0,20.0,12.0,14.0,11.0,10.0,5.0,1,1,0
7715,7715,J. Aja,25,3000,2.0,193.04,83.916,29.0,28.0,69.0,51.0,38.0,44.0,36.0,32.0,41.0,48.0,68.0,65.0,58.0,61.0,54.0,53.0,70.0,71.0,79.0,38.0,76.0,64.0,34.0,35.0,58.0,52.0,63.0,66.0,63.0,6.0,8.0,8.0,10.0,7.0,1,0,1
7716,7716,Josema,22,3000,2.0,182.88,81.1944,28.0,23.0,65.0,60.0,34.0,31.0,37.0,35.0,28.0,53.0,59.0,62.0,35.0,58.0,58.0,49.0,77.0,53.0,69.0,25.0,55.0,62.0,31.0,38.0,48.0,52.0,64.0,73.0,74.0,11.0,7.0,14.0,7.0,7.0,0,1,0
7717,7717,Quini,28,3000,3.0,177.8,73.9368,69.0,62.0,58.0,68.0,43.0,69.0,70.0,52.0,56.0,70.0,73.0,80.0,77.0,62.0,79.0,49.0,58.0,71.0,62.0,58.0,59.0,60.0,61.0,42.0,58.0,62.0,54.0,64.0,67.0,14.0,13.0,7.0,14.0,9.0,1,1,0
7718,7718,D. Lovitz,26,3000,2.0,177.8,74.844,65.0,52.0,55.0,61.0,57.0,63.0,69.0,55.0,59.0,61.0,79.0,77.0,68.0,62.0,69.0,61.0,73.0,79.0,69.0,51.0,74.0,61.0,57.0,60.0,53.0,57.0,65.0,64.0,63.0,15.0,8.0,15.0,12.0,10.0,1,1,0
7719,7719,José Kanté,27,4000,3.0,182.88,76.2048,53.0,70.0,62.0,64.0,51.0,74.0,61.0,34.0,62.0,72.0,65.0,65.0,77.0,69.0,76.0,62.0,74.0,71.0,60.0,60.0,44.0,17.0,67.0,66.0,66.0,64.0,38.0,17.0,18.0,14.0,13.0,7.0,13.0,10.0,0,1,0
7720,7720,H. Maïga,22,8000,3.0,180.34,79.8336,56.0,43.0,58.0,69.0,39.0,63.0,51.0,40.0,61.0,67.0,72.0,73.0,59.0,62.0,69.0,61.0,69.0,72.0,73.0,60.0,66.0,68.0,40.0,57.0,56.0,59.0,61.0,66.0,60.0,8.0,8.0,10.0,15.0,10.0,0,1,0
7721,7721,M. Lumb,30,4000,2.0,177.8,78.9264,65.0,48.0,60.0,65.0,58.0,62.0,68.0,65.0,63.0,65.0,69.0,70.0,70.0,68.0,74.0,72.0,64.0,74.0,73.0,58.0,78.0,66.0,58.0,55.0,30.0,70.0,65.0,65.0,64.0,15.0,15.0,9.0,10.0,13.0,0,1,0
7722,7722,B. Koïta,24,6000,3.0,180.34,77.112,39.0,65.0,73.0,60.0,71.0,67.0,39.0,35.0,38.0,67.0,63.0,56.0,59.0,59.0,67.0,72.0,69.0,63.0,69.0,62.0,58.0,23.0,63.0,58.0,59.0,65.0,17.0,17.0,26.0,9.0,10.0,15.0,11.0,6.0,0,1,1
7723,7723,V. Eicher,27,4000,1.0,190.5,84.8232,12.0,15.0,12.0,25.0,20.0,12.0,12.0,15.0,19.0,24.0,46.0,44.0,48.0,56.0,31.0,18.0,67.0,36.0,72.0,14.0,37.0,23.0,12.0,13.0,14.0,43.0,13.0,15.0,12.0,67.0,66.0,61.0,67.0,69.0,0,1,0
7724,7724,F. Rodríguez,36,6000,2.0,190.5,89.8128,34.0,37.0,68.0,60.0,29.0,37.0,44.0,30.0,50.0,44.0,35.0,31.0,30.0,60.0,31.0,61.0,60.0,38.0,90.0,46.0,78.0,65.0,43.0,48.0,52.0,63.0,64.0,66.0,61.0,11.0,6.0,9.0,12.0,15.0,1,0,1
7725,7725,D. Lafferty,29,5000,2.0,180.34,76.2048,67.0,52.0,59.0,63.0,37.0,57.0,62.0,53.0,61.0,64.0,70.0,67.0,72.0,57.0,65.0,62.0,73.0,79.0,62.0,65.0,61.0,63.0,53.0,45.0,45.0,50.0,65.0,66.0,65.0,9.0,15.0,8.0,11.0,9.0,0,1,0
7726,7726,J. Newell,25,11000,3.0,185.42,78.9264,70.0,59.0,62.0,63.0,64.0,67.0,67.0,68.0,65.0,64.0,76.0,77.0,67.0,64.0,59.0,60.0,50.0,77.0,64.0,63.0,43.0,54.0,56.0,65.0,63.0,62.0,58.0,62.0,63.0,10.0,14.0,7.0,13.0,11.0,0,1,0
7727,7727,B. Romo,29,2000,2.0,185.42,86.184,39.0,24.0,67.0,55.0,23.0,43.0,33.0,40.0,45.0,51.0,59.0,55.0,53.0,64.0,48.0,40.0,80.0,68.0,85.0,24.0,66.0,53.0,25.0,43.0,32.0,49.0,71.0,68.0,67.0,13.0,12.0,11.0,6.0,13.0,1,0,1
7728,7728,T. Thiele,26,3000,2.0,187.96,83.916,54.0,62.0,59.0,61.0,70.0,64.0,61.0,32.0,40.0,62.0,72.0,85.0,63.0,64.0,59.0,69.0,53.0,75.0,76.0,57.0,30.0,20.0,67.0,47.0,63.0,68.0,18.0,16.0,17.0,15.0,8.0,15.0,13.0,11.0,1,1,0
7729,7729,D. Mesenhöler,22,2000,1.0,187.96,83.0088,18.0,15.0,14.0,32.0,17.0,12.0,18.0,15.0,25.0,21.0,50.0,48.0,34.0,66.0,50.0,19.0,70.0,33.0,63.0,18.0,21.0,21.0,17.0,15.0,23.0,28.0,12.0,20.0,12.0,68.0,71.0,57.0,63.0,66.0,0,1,0
7730,7730,Tomás Nuninho,34,6000,2.0,187.96,83.0088,43.0,43.0,66.0,67.0,44.0,61.0,55.0,47.0,65.0,63.0,48.0,57.0,52.0,60.0,48.0,61.0,40.0,68.0,83.0,53.0,78.0,63.0,44.0,59.0,51.0,57.0,70.0,65.0,57.0,9.0,11.0,7.0,10.0,15.0,0,1,0
7731,7731,A. Saroka,26,6000,2.0,187.96,78.0192,49.0,68.0,60.0,59.0,45.0,60.0,42.0,28.0,41.0,67.0,63.0,68.0,53.0,62.0,52.0,69.0,61.0,64.0,76.0,66.0,29.0,16.0,73.0,61.0,70.0,72.0,12.0,18.0,19.0,6.0,12.0,8.0,6.0,10.0,1,1,0
7732,7732,M. Dreyer,29,5000,1.0,187.96,81.1944,10.0,10.0,14.0,31.0,16.0,16.0,10.0,13.0,13.0,21.0,47.0,53.0,45.0,59.0,40.0,16.0,75.0,27.0,68.0,14.0,21.0,19.0,10.0,22.0,11.0,54.0,11.0,14.0,10.0,66.0,68.0,65.0,65.0,69.0,0,1,0
7733,7733,Y. Toutouh,25,5000,4.0,187.96,77.112,61.0,60.0,57.0,65.0,62.0,68.0,61.0,57.0,62.0,68.0,74.0,75.0,69.0,61.0,65.0,62.0,57.0,65.0,71.0,61.0,60.0,44.0,66.0,65.0,44.0,62.0,42.0,40.0,38.0,14.0,14.0,7.0,10.0,14.0,0,1,0
